project_id,is_geocoded,project_title,start_actual_isodate,end_actual_isodate,donors,donors_iso3,recipients,recipients_iso3,ad_sector_codes,ad_sector_names,status,transactions_start_year,transactions_end_year,total_commitments,total_disbursements
P084015,1,Small Towns Water Supply and Sanitation Project,27/07/2004,30/04/2010,World Bank,DAC,Ghana,GHA,151|160|140,"Water supply and sanitation|Other social infrastructure and services|Government and civil society, general",Completion,2004,2010,30452116.13,50896596.78
P121067,1,additional financing under community development project,29/06/2010,,World Bank,DAC,Togo,TGO,160,Other social infrastructure and services,Completion,2010,2010,8885462.981,
P064983,1,MORTGAGE FINANCE TECHNICAL ASSISTANCE PROJECT,27/06/2002,31/01/2007,World Bank,DAC,Algeria,DZA,151|240|220,"Communications|Banking and financial services|Government and civil society, general",Completion,2002,2007,6762451.505,6298313.081
P108505,1,SUSTAINABLE FORESTRY FOR RURAL DEVELOPMENT II,18/12/2008,,World Bank,DAC,Lao People's Democratic Republic,LAO,312|311|310,"Forestry|Agriculture, forestry, fishing|Agriculture",Completion,2008,2008,10439858.05,
P078359,1,Seismic Risk Mitigation Project,26/05/2005,31/12/2015,World Bank,DAC,Turkey,TUR,151|120|160|111,"Education, level unspecified|Health|Government and civil society, general|Other social infrastructure and services",Implementation,2005,2015,453434442.3,474082223.6
P130593,1,Additional Finance to Acre Social and Economic Inclusion and Sustainable Development Project,29/09/2014,,World Bank,DAC,Brazil,BRA,151|120|310|111|140,"Water supply and sanitation|Education, level unspecified|Health|Government and civil society, general|Agriculture, forestry, fishing",Implementation,2014,2014,150000000,
P000411,1,"HEALTH, FERTILITY AND NUTRITION PROJECT",07/03/1995,30/06/2001,World Bank,DAC,Cameroon,CMR,120|151,"Health|Government and civil society, general",Completion,1995,2001,59782874.44,22204912.5
P115318,1,DRC Street Children Project,01/06/2010,31/08/2015,World Bank,DAC,"Congo, Democratic Republic of",COD,112|160|220,Communications|Basic education|Other social infrastructure and services,Implementation,2010,2015,10213175.84,1217957.129
P050880,1,Rural Poverty Reduction Project - Pernambuco,26/06/2001,31/01/2010,World Bank,DAC,Brazil,BRA,151|160|310|230|210,"Other social infrastructure and services|Transport and storage|Government and civil society, general|Energy generation and supply|Agriculture, forestry, fishing",Completion,2001,2010,37608277.48,66911312.98
P108974,1,Nicaragua Hurricane Felix Emergency Recovery Project,06/03/2008,31/12/2014,World Bank,DAC,Nicaragua,NIC,151|120|310|160|430,"Agriculture, forestry, fishing|Other|Health|Government and civil society, general|Other social infrastructure and services",Completion,2008,2014,17747758.69,10732345.33
P106735,1,Provincial Public Health Insurance Development Project,28/04/2011,30/09/2017,World Bank,DAC,Argentina,ARG,120|121,"Health, general|Health",Implementation,2011,2017,400000000,
P082520,1,CO Sustainable Development Inv Project,27/10/2005,29/04/2015,World Bank,DAC,Colombia,COL,151|210|140,"Water supply and sanitation|Government and civil society, general|Transport and storage",Completion,2005,2015,7935102.74,7888981.655
P105155,1,Agricultural Services and Producer Organizations Project,24/05/2007,,World Bank,DAC,Mali,MLI,151|311|310,"Agriculture, forestry, fishing|Agriculture|Government and civil society, general",Completion,2007,2007,21342804.3,
P085851,1,MX Basic Education Dev Phase III,01/07/2004,31/12/2007,World Bank,DAC,Mexico,MEX,151|113|112,"Secondary education|Government and civil society, general|Basic education",Completion,2004,2007,351370570.7,349489947
P038820,1,Hydropower Rehabilitation and System Control Project,11/04/1995,30/06/2002,World Bank,DAC,Ukraine,UKR,230,Energy generation and supply,Completion,1995,2002,158494132.2,114707167.2
P116011,1,Egypt Enhancing Access to Finance for Micro and Small Enterprises,09/03/2010,31/12/2015,World Bank,DAC,"Egypt, Arab Republic of",EGY,240,Banking and financial services,Implementation,2010,2015,306395275.2,167282581.2
P090157,1,BT: Urban Development II,29/04/2010,30/06/2019,World Bank,DAC,Bhutan,BTN,160|230|210|140,Water supply and sanitation|Other social infrastructure and services|Transport and storage|Energy generation and supply,Implementation,2010,2019,12255811.01,2003921.471
P087145,1,Second Community Development and Livelihood Improvement Project,10/09/2009,30/09/2014,World Bank,DAC,Sri Lanka,LKA,151|310|321|160|140,"Water supply and sanitation|Other social infrastructure and services|Industry|Government and civil society, general|Agriculture, forestry, fishing",Completion,2009,2014,77622354.82,39582829.25
P084002,1,CM-Urban and Water Development Support Project,29/05/2007,31/08/2015,World Bank,DAC,Cameroon,CMR,151|160|140|210,"Water supply and sanitation|Other social infrastructure and services|Government and civil society, general|Transport and storage",Implementation,2007,2015,85371217.21,37225403.68
P098889,1,Cotton Sector Recovery Project,30/05/2007,31/03/2013,World Bank,DAC,Tajikistan,TJK,151|311|321|160,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general",Completion,2007,2013,16007103.23,14211200.26
P105044,1,Additional Financing for Transport Infrastructure Investment Project,22/05/2007,,World Bank,DAC,Madagascar,MDG,210,Transport and storage,Completion,2007,2007,16647387.36,
P101279,1,Solid Waste Management Program Project,04/08/2009,31/12/2015,World Bank,DAC,Colombia,COL,140,Water supply and sanitation,Implementation,2009,2015,20699294.62,2130612.114
P112700,1,Georgia: First Development Policy Operation (DPO-1),02/07/2009,31/03/2010,World Bank,DAC,Georgia,GEO,120|151|160,"Other social infrastructure and services|Health|Government and civil society, general",Completion,2009,2010,87972002.13,92256660.9
P100638,1,Complementing EU Support for Agricultural Restructuring Project (CESAR),27/11/2007,30/09/2014,World Bank,DAC,Romania,ROU,151|310,"Agriculture, forestry, fishing|Government and civil society, general",Completion,2007,2014,69364113.98,7940919.404
P000304,1,Post-Primary Education,24/12/1996,30/04/2004,World Bank,DAC,Burkina Faso,BFA,151|114|113,"Post-secondary education|Government and civil society, general|Secondary education",Completion,1996,2004,35472247.56,35593702.17
P077477,1,Second Local Government Development Project,29/05/2003,31/12/2007,World Bank,DAC,Uganda,UGA,120|151|140|210|112,"Water supply and sanitation|Health|Government and civil society, general|Transport and storage|Basic education",Completion,2003,2007,150526566,157915555.8
P086361,1,Vietnam - Poverty Reduction Support Credit V,22/06/2006,31/12/2006,World Bank,DAC,Vietnam,VNM,120|151|310|111|240,"Education, level unspecified|Banking and financial services|Health|Government and civil society, general|Agriculture, forestry, fishing",Completion,2006,2006,109810328.5,112206569.7
P090104,1,Nigeria National Energy Development Project,01/07/2005,30/06/2012,World Bank,DAC,Nigeria,NGA,151|230,"Government and civil society, general|Energy generation and supply",Completion,2005,2012,194976810.2,168868546.3
P116542,1,AFR:Central African Backbone - APL1B,30/06/2011,17/12/2012,World Bank,DAC,Africa,GTM,160|220,Communications|Other social infrastructure and services,Completion,2011,2012,50000000,
P055477,1,Second Mining Development Technical Assistance Project,10/02/1998,30/09/2001,World Bank,DAC,Argentina,ARG,322|151,"Government and civil society, general|Mineral resources and mining",Completion,1998,2001,52364032.58,36275222.82
P083908,1,Emergency Power Rehabilitation Project,22/06/2004,31/03/2013,World Bank,DAC,Afghanistan,AFG,151|230,"Government and civil society, general|Energy generation and supply",Completion,2004,2013,122979699.7,117615408.8
P066571,1,Second Primary Education Project,11/05/2000,31/12/2004,World Bank,DAC,Nigeria,NGA,120|151|114|112,"Post-secondary education|Health|Government and civil society, general|Basic education",Completion,2000,2004,70272306.34,73196779.14
P086768,1,ODRA RIVER BASIN FLOOD PROTECTION,21/03/2007,31/12/2017,World Bank,DAC,Poland,POL,151|410|210,"Transport and storage|Government and civil society, general|General environmental protection",Implementation,2007,2017,196353799.6,28153101.1
P035775,1,Transport Project,16/03/2000,31/12/2005,World Bank,DAC,Estonia,EST,151|210,"Government and civil society, general|Transport and storage",Completion,2000,2005,31941957.43,20219506.7
P146537,1,Tenth Poverty Reduction Support Credit (PRSC X),05/12/2014,31/03/2015,World Bank,DAC,Mozambique,MOZ,151|322|160,"Other social infrastructure and services|Mineral resources and mining|Government and civil society, general",Completion,2014,2015,110000000,
P117874,1,Indonesia Seventh Development Policy Loan,18/11/2010,31/03/2011,World Bank,DAC,Indonesia,IDN,151|160,"Other social infrastructure and services|Government and civil society, general",Completion,2010,2011,612790550.4,612790550.4
P070391,1,Rural Access Project,07/06/2001,30/11/2006,World Bank,DAC,"Yemen, Republic of",YEM,151|210,"Government and civil society, general|Transport and storage",Completion,2001,2006,56224999.55,64281119.38
P065937,1,WATER SECTOR REFORM ASSISTANCE PROJECT,25/10/2001,31/10/2010,World Bank,DAC,Colombia,COL,151|140,"Water supply and sanitation|Government and civil society, general",Completion,2001,2010,49977777.38,44589415.19
P001214,1,Integrated Health Services Development,27/06/1996,31/12/2004,World Bank,DAC,Cote d'Ivoire,CIV,120|121|151,"Health, general|Health|Government and civil society, general",Completion,1996,2004,54572688.55,33055778.83
P072317,1,Northwest Mountainous and Forestry Areas Development Project,31/10/2002,31/07/2009,World Bank,DAC,Tunisia,TUN,311|310|210,"Agriculture, forestry, fishing|Agriculture|Transport and storage",Completion,2002,2009,41804245.67,41949475.01
P053575,1,Health System Reform Project,07/05/2002,31/05/2010,World Bank,DAC,Honduras,HND,120|151|121,"Health, general|Health|Government and civil society, general",Completion,2002,2010,33320442.87,33646467.58
P109196,1,National Program for Community Empowerment in Urban Areas (PNPM II UPP,14/04/2009,,World Bank,DAC,Indonesia,IDN,151|120|160|210|140,"Water supply and sanitation|Other social infrastructure and services|Health|Transport and storage|Government and civil society, general",Completion,2009,2009,119020944.1,
P043725,1,Railway Restructuring Project,19/12/1996,30/11/2004,World Bank,DAC,Morocco,MAR,210,Transport and storage,Completion,1996,2004,115966963.2,48781644.58
P041820,1,Contractual Savings Development Program Structural Adjustment Loan,17/12/1996,31/12/1997,World Bank,DAC,Mexico,MEX,160,Other social infrastructure and services,Completion,1996,1997,545726885.5,545726885.5
P110207,1,Preparedness and Control of Avian Influenza,19/06/2008,31/12/2013,World Bank,DAC,Uganda,UGA,120|151|311|321,"Agriculture|Industry|Health|Government and civil society, general",Completion,2008,2013,10439858.05,6669238.341
P072030,1,Urban Development Project,06/03/2007,30/06/2015,World Bank,DAC,Chad,TCD,151|410|160|140|210,"Water supply and sanitation|Other social infrastructure and services|Government and civil society, general|Transport and storage|General environmental protection",Completion,2007,2015,16007103.23,14524158.05
P071494,1,Universal Basic Education Project,12/09/2002,30/06/2006,World Bank,DAC,Nigeria,NGA,151|113|112,"Secondary education|Government and civil society, general|Basic education",Completion,2002,2006,124183200.4,70245135.6
P120946,1,VN-Public Investment Reform 2,24/05/2011,31/12/2011,World Bank,DAC,Vietnam,VNM,151,"Government and civil society, general",Completion,2011,2011,350000000,349839030
P003218,1,AGRICULTURAL SECTOR INVESTMENT PROGRAM,30/03/1995,31/12/2001,World Bank,DAC,Zambia,ZMB,151|311|321|240,"Industry|Agriculture|Banking and financial services|Government and civil society, general",Completion,1995,2001,83417964.33,74245550.34
P128573,1,LS- First Growth and Competitiveness DPG,03/06/2013,30/06/2014,World Bank,DAC,Lesotho,LSO,151|160,"Other social infrastructure and services|Government and civil society, general",Completion,2013,2014,20658276.82,
P039171,1,Yemen - Seeds and Agricultural Services,21/08/1997,30/06/2004,World Bank,DAC,"Yemen, Republic of",YEM,151|311|321,"Industry|Agriculture|Government and civil society, general",Completion,1997,2004,16758108.74,16429084.81
P076784,1,Second Rural Employment Project,29/04/2003,04/10/2006,World Bank,DAC,Algeria,DZA,312|311|210,Forestry|Agriculture|Transport and storage,Completion,2003,2006,114400190.2,9223858.69
P073924,1,Social Investment Fund Project - Supplemental Loan,03/04/2001,,World Bank,DAC,Belize,BLZ,160|111|210|140,"Water supply and sanitation|Education, level unspecified|Transport and storage|Other social infrastructure and services",Completion,2001,2001,1749222.208,
P099099,1,Rehabilitation & Completion of Irrigation & Drainage Infrastructure Additional Financing Project,28/02/2006,,World Bank,DAC,Azerbaijan,AZE,151|311,"Agriculture|Government and civil society, general",Completion,2006,2006,5490516.423,
P083887,1,Development Support Credit II,27/07/2004,31/12/2004,World Bank,DAC,Bangladesh,BGD,151|321|230|240,"Banking and financial services|Industry|Energy generation and supply|Government and civil society, general",Completion,2004,2004,234247047.1,235541936.7
P119077,1,URBAN WATER SUPPLY AND WASTEWATER,24/05/2011,30/12/2016,World Bank,DAC,Vietnam,VNM,140,Water supply and sanitation,Implementation,2011,2016,200000000,2199999.98
P144103,1,MD Second Competitiveness Enhancement Project,11/07/2014,31/01/2020,World Bank,DAC,Moldova,MDA,151|331|240,"Banking and financial services|Trade policy and regulations|Government and civil society, general",Implementation,2014,2020,45000000,
P101216,1,Agriculture Strengthening and Accession Project,12/06/2007,31/12/2012,World Bank,DAC,"Macedonia, former Yugoslav Republic of",MKD,151|311|310,"Agriculture, forestry, fishing|Agriculture|Government and civil society, general",Completion,2007,2012,21342804.3,19675309.06
P115120,1,Second Programmatic Fiscal Mgmt and Competitiveness Development Supplemental Financing,18/12/2008,,World Bank,DAC,Peru,PER,151|240,"Banking and financial services|Government and civil society, general",Completion,2008,2008,344515315.7,
P039029,1,Social Investment Fund Project,05/09/1996,31/07/2001,World Bank,DAC,Jamaica,JAM,151|120|160|210|140,"Water supply and sanitation|Other social infrastructure and services|Health|Transport and storage|Government and civil society, general",Completion,1996,2001,27286344.27,27286344.27
P054443,1,Structural Adjustment Credit (03),25/06/1998,23/06/2004,World Bank,DAC,Cameroon,CMR,151|312|310|210|220,"Forestry|Communications|Transport and storage|Government and civil society, general|Agriculture, forestry, fishing",Completion,1998,2004,238620908,310653294
P067498,1,Year 2000 Project,02/11/1999,30/06/2004,World Bank,DAC,Senegal,SEN,151|120,"Health|Government and civil society, general",Completion,1999,2004,13249128.57,13739381.48
